loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,mths_since_last_delinq,mths_since_last_record,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt_inv,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,policy_code,application_type,annual_inc_joint,verification_status_joint,acc_now_delinq,tot_cur_bal,duration_numeric,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_status
19300.0,60,9.17,402.24,B,Attorney,2 years,MORTGAGE,100000.0,Not Verified,Oct-2015,n,credit_card,Credit card refinancing,CA,22.5,0.0,,,14.0,9379.0,79.5,29.0,w,18788.54,18788.54,794.65,511.46,283.19,0.0,0.0,Dec-2015,402.24,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,630259.0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7750.0,36,9.99,250.04,B,IBM,9 years,RENT,112000.0,Source Verified,Jun-2011,n,debt_consolidation,Debt consolidation loan,CA,15.34,0.0,45.0,,13.0,30371.0,30.0,26.0,f,0.0,0.0,831.53,371.71,127.19,332.63,3.25,Aug-2011,250.04,,Jan-2012,1.0,INDIVIDUAL,,,0.0,,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13000.0,36,19.52,479.96,E,Sr Credit Manager,7 years,OWN,175000.0,Not Verified,Jun-2014,n,other,Other,CO,13.75,0.0,,,19.0,46677.0,74.9,52.0,f,0.0,0.0,13621.23,13000.0,621.23,0.0,0.0,Sep-2014,12661.31,,Sep-2014,1.0,INDIVIDUAL,,,0.0,652042.0,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20000.0,36,12.29,667.06,C,Houseman,4 years,RENT,46000.0,Verified,Apr-2015,n,debt_consolidation,Debt consolidation,CA,16.51,0.0,,,3.0,18401.0,77.6,6.0,w,0.0,0.0,20377.94,20000.0,377.94,0.0,0.0,May-2015,20391.6,,May-2015,1.0,INDIVIDUAL,,,0.0,31687.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5200.0,36,6.89,160.3,A,Director,2 years,RENT,90000.0,Source Verified,Oct-2015,n,debt_consolidation,Debt consolidation,MA,11.68,0.0,,,8.0,14781.0,54.1,11.0,w,4806.42,4806.42,465.97,393.58,72.39,0.0,0.0,Dec-2015,160.3,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,46814.0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16500.0,36,13.35,558.74,C,cnc operator,8 years,RENT,38000.0,Not Verified,Jun-2014,n,major_purchase,Major purchase,SC,3.57,2.0,15.0,,7.0,1514.0,33.0,23.0,f,8610.83,8610.83,10616.06,7889.17,2726.89,0.0,0.0,Jan-2016,558.74,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,1514.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10000.0,36,11.99,332.1,B,Business Analyst,7 years,RENT,63000.0,Not Verified,Mar-2014,n,debt_consolidation,Debt consolidation,NC,3.35,1.0,23.0,,26.0,5403.0,24.2,44.0,f,0.0,0.0,11054.77,10000.0,1054.77,0.0,0.0,Apr-2015,7401.67,,Jan-2016,1.0,INDIVIDUAL,,,0.0,230788.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11000.0,36,9.99,354.89,B,Sr Prelim Tech,10+ years,MORTGAGE,65000.0,Verified,Nov-2015,n,credit_card,Credit card refinancing,PA,16.49,0.0,32.0,,4.0,9106.0,101.2,14.0,f,10471.19,10471.19,749.46,528.81,220.65,0.0,0.0,Jan-2016,354.89,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,142082.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6000.0,36,11.99,199.26,B,,,OWN,37200.0,Verified,Nov-2014,n,home_improvement,Home improvement,AR,15.16,0.0,,,9.0,10692.0,38.0,15.0,f,3917.79,3917.79,2781.65,2082.21,699.44,0.0,0.0,Jan-2016,199.26,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,10692.0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24800.0,60,19.99,656.92,E,Building inspector ,10+ years,MORTGAGE,62000.0,Source Verified,Jul-2015,n,debt_consolidation,Debt consolidation,MO,18.56,0.0,,,12.0,22003.0,71.2,24.0,w,23539.74,23539.74,3229.52,1260.26,1969.26,0.0,0.0,Dec-2015,656.92,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,220077.0,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2000.0,36,14.31,68.66,C,Facilities Director,10+ years,RENT,83000.0,Not Verified,Nov-2014,n,debt_consolidation,Debt consolidation,CA,25.27,0.0,,,23.0,25376.0,69.9,43.0,f,0.0,0.0,2086.03,2000.0,86.03,0.0,0.0,Feb-2015,1951.89,,Jan-2016,1.0,INDIVIDUAL,,,0.0,54389.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7500.0,36,6.49,229.84,A,After Sales Engineer,2 years,RENT,68500.0,Not Verified,Nov-2014,n,debt_consolidation,Debt consolidation,CA,16.49,0.0,,,14.0,14327.0,28.5,49.0,f,4957.94,4957.94,2982.51,2542.06,440.45,0.0,0.0,Dec-2015,229.84,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,72734.0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14000.0,36,13.66,476.18,C,"Manager, Sales",10+ years,MORTGAGE,150000.0,Not Verified,Jan-2015,n,debt_consolidation,Debt consolidation,CA,10.68,1.0,12.0,,5.0,6187.0,88.4,19.0,w,11309.29,11309.29,4326.58,2690.71,1612.06,0.0,0.0,Dec-2015,476.18,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,311725.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11500.0,36,17.27,411.56,C,"Woodside Chapel of Crippen & Flynn, Inc.",6 years,RENT,33000.0,Verified,Mar-2013,n,credit_card,On the road to debt free.,CA,33.64,0.0,,103.0,6.0,19235.0,88.6,9.0,f,0.0,0.0,1057.24,245.66,165.23,646.35,6.11,May-2013,411.56,,Sep-2013,1.0,INDIVIDUAL,,,0.0,23362.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4025.0,36,11.53,132.79,B,Grinder,3 years,RENT,40000.0,Source Verified,Apr-2015,n,debt_consolidation,Debt consolidation,PA,8.97,0.0,,,3.0,772.0,11.4,4.0,f,3144.66,3144.66,1192.53,880.34,312.19,0.0,0.0,Jan-2016,132.79,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,5397.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4000.0,36,12.69,134.18,C,human resources,2 years,MORTGAGE,37500.0,Not Verified,Apr-2015,n,vacation,Vacation,OH,26.08,1.0,15.0,79.0,7.0,1099.0,54.9,19.0,f,3137.22,3137.22,1201.98,862.78,339.2,0.0,0.0,Jan-2016,134.18,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,45636.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25000.0,36,12.99,842.23,C,Vice-President/Owner,10+ years,MORTGAGE,85000.0,Verified,May-2014,n,credit_card,Credit card refinancing,NY,15.4,0.0,,,17.0,20598.0,64.0,28.0,f,13013.61,13013.61,16002.37,11986.39,4015.98,0.0,0.0,Dec-2015,842.23,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,290064.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4000.0,36,9.99,129.05,B,Relationship Manager,< 1 year,OWN,45000.0,Not Verified,Feb-2015,n,debt_consolidation,Debt consolidation,PA,8.67,0.0,41.0,,11.0,3963.0,74.8,24.0,f,2901.8,2901.8,1417.33,1098.2,319.13,0.0,0.0,Jan-2016,129.05,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,27717.0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16000.0,60,15.61,385.79,C,Accounting Assistant,10+ years,MORTGAGE,50000.0,Source Verified,Nov-2013,n,debt_consolidation,Consolidate,CA,10.2,0.0,31.0,,7.0,10466.0,76.4,27.0,f,10545.58,10545.58,10030.33,5454.42,4575.91,0.0,0.0,Jan-2016,385.79,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,406985.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8500.0,36,14.99,294.62,C,Test Technician,< 1 year,RENT,37440.0,Source Verified,Aug-2014,n,debt_consolidation,Debt consolidation,OH,32.37,0.0,26.0,,6.0,8358.0,80.4,25.0,f,5185.32,5185.32,4713.92,3314.68,1399.24,0.0,0.0,Dec-2015,294.62,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,40965.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11500.0,60,18.25,293.6,E,Commissions processor,10+ years,RENT,32000.0,Verified,Aug-2015,n,debt_consolidation,Debt consolidation,MN,31.43,0.0,,,14.0,10683.0,80.9,30.0,w,11014.24,11014.24,1162.74,485.76,676.98,0.0,0.0,Jan-2016,293.6,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,49544.0,60,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5000.0,36,6.62,153.52,A,Teacher,< 1 year,RENT,58000.0,Source Verified,Mar-2014,n,car,Car financing,CA,2.61,0.0,,,3.0,250.0,4.3,11.0,f,0.0,0.0,5305.69,5000.0,305.69,0.0,0.0,Sep-2015,1198.65,,Oct-2015,1.0,INDIVIDUAL,,,0.0,6486.0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,60,18.49,256.61,E,Office Mgr,10+ years,RENT,79931.0,Source Verified,Dec-2015,n,debt_consolidation,Debt consolidation,VA,17.76,0.0,,,6.0,11637.0,89.5,20.0,f,9897.47,9847.99,234.89,102.53,133.54,0.0,0.0,Jan-2016,256.61,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,29318.0,60,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27600.0,36,13.35,934.62,C,Facility Security Officer,3 years,RENT,74952.0,Verified,Oct-2014,n,debt_consolidation,Debt consolidation,VA,28.04,0.0,,,6.0,12179.0,78.1,29.0,f,19590.84,19590.84,11215.44,8009.16,3206.28,0.0,0.0,Oct-2015,934.62,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,69534.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7500.0,36,11.53,247.43,B,Food and Beverage Manager,10+ years,MORTGAGE,62000.0,Not Verified,May-2015,n,credit_card,Credit card refinancing,MO,7.03,0.0,47.0,,9.0,5381.0,43.4,26.0,w,6048.96,6048.96,1974.64,1451.04,523.6,0.0,0.0,Jan-2016,247.43,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,125297.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12400.0,60,17.86,313.94,D,Janitor,1 year,RENT,31000.0,Verified,Aug-2015,n,debt_consolidation,Debt consolidation,KY,34.96,1.0,19.0,,7.0,8413.0,69.0,21.0,f,11870.78,11870.78,1243.46,529.22,714.24,0.0,0.0,Dec-2015,313.94,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,30918.0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16800.0,36,10.16,543.36,B,US Army Audit Agency,9 years,MORTGAGE,92001.0,Verified,Jun-2013,n,debt_consolidation,Debt Consolidation,VA,14.26,0.0,,,11.0,32478.0,62.0,18.0,w,3165.35,3165.35,16300.8,13634.64,2666.16,0.0,0.0,Dec-2015,543.36,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,385078.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15000.0,36,11.99,498.15,B,,,RENT,50000.0,Source Verified,Feb-2015,n,debt_consolidation,Debt consolidation,OH,18.34,0.0,,102.0,16.0,14574.0,38.0,20.0,w,10971.73,10971.73,5469.66,4028.27,1441.39,0.0,0.0,Jan-2016,498.15,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,19534.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25000.0,60,16.29,611.82,C,umass,8 years,MORTGAGE,91000.0,Source Verified,May-2013,n,debt_consolidation,Debt consolidation,MA,19.09,1.0,7.0,,22.0,24962.0,56.0,35.0,f,15242.52,15242.52,18381.53,9757.48,8578.46,0.0,0.0,Dec-2015,615.0,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,371610.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10000.0,36,13.35,338.63,C,teacher,10+ years,RENT,70000.0,Verified,Oct-2014,n,debt_consolidation,Debt consolidation,CA,5.64,4.0,11.0,,8.0,10227.0,53.0,21.0,f,6310.45,6310.45,5079.45,3689.55,1389.9,0.0,0.0,Jan-2016,338.63,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,10227.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10000.0,36,14.3,343.24,C,jcpenney,2 years,RENT,29000.0,Not Verified,Oct-2013,n,debt_consolidation,Payoff,OR,26.98,0.0,,,9.0,9902.0,90.8,12.0,f,2913.09,2913.09,9266.84,7086.91,2179.93,0.0,0.0,Jan-2016,343.24,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,12189.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6400.0,36,18.55,233.15,E,Wellness Consultant,< 1 year,OWN,20000.0,Verified,Jul-2015,n,car,Car financing,VA,9.78,0.0,,,7.0,5756.0,92.8,17.0,f,5707.85,5640.96,1145.57,692.15,467.0,0.0,0.0,Jan-2016,233.15,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,57235.0,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11000.0,36,9.67,353.24,B,Performance Consultant,2 years,RENT,98000.0,Not Verified,Apr-2014,n,debt_consolidation,Debt consolidation,MI,14.01,1.0,19.0,,24.0,16723.0,34.1,44.0,f,4971.96,4971.96,7418.04,6028.04,1390.0,0.0,0.0,Jan-2016,353.24,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,121987.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9100.0,36,6.03,276.97,A,Manager - EDI,10+ years,OWN,83000.0,Source Verified,Dec-2013,n,debt_consolidation,Medical/Credit Debt Payoff,NC,16.45,0.0,,,10.0,6083.0,14.0,22.0,w,0.0,0.0,9615.2,9100.0,515.2,0.0,0.0,Jan-2015,6291.56,,Jan-2016,1.0,INDIVIDUAL,,,0.0,54271.0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8675.0,36,13.98,296.41,C,,,RENT,23000.0,Verified,Jul-2014,n,credit_card,Credit card refinancing,MI,13.67,0.0,,107.0,5.0,7846.0,51.6,8.0,f,4787.96,4787.96,5335.38,3887.04,1448.34,0.0,0.0,Jan-2016,296.41,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,7846.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15000.0,36,16.29,529.51,C,Park Animal Hospital,10+ years,RENT,52000.0,Not Verified,Feb-2013,n,debt_consolidation,Debt consolidation,CA,6.92,0.0,,,11.0,10036.0,46.2,17.0,f,0.0,0.0,19040.29,15000.0,4040.29,0.0,0.0,Nov-2015,2095.97,,Dec-2015,1.0,INDIVIDUAL,,,0.0,10036.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14000.0,36,8.18,439.88,B,Social Worker,< 1 year,RENT,65000.0,Not Verified,Oct-2015,n,credit_card,Credit card refinancing,CA,13.79,0.0,,,22.0,19337.0,63.6,45.0,f,12959.6,12936.46,1304.59,1040.4,266.52,0.0,0.0,Jan-2016,439.88,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,56982.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35000.0,60,25.89,1045.64,G,General Dynamics,< 1 year,MORTGAGE,175000.0,Verified,Sep-2013,n,debt_consolidation,Fix,VA,14.26,1.0,15.0,,15.0,18917.0,69.0,45.0,f,25044.55,25044.55,28429.17,9955.45,18473.72,0.0,0.0,Jan-2016,1045.64,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,87025.0,60,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20800.0,60,17.57,523.33,D,Team Development Manager,4 years,RENT,104000.0,Verified,Apr-2015,n,debt_consolidation,Debt consolidation,FL,25.83,0.0,,,13.0,14719.0,96.2,28.0,f,18957.36,18957.36,4166.34,1842.64,2323.7,0.0,0.0,Dec-2015,523.33,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,134330.0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15000.0,60,20.49,401.51,E,Manager,2 years,OWN,42000.0,Source Verified,Feb-2014,n,debt_consolidation,Debt consolidation,NY,28.23,1.0,9.0,,19.0,34439.0,69.0,53.0,f,11157.17,11157.17,8833.22,3842.83,4990.39,0.0,0.0,Dec-2015,401.51,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,42825.0,60,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15000.0,36,18.49,545.99,D,McKool Smith P.C.,< 1 year,OWN,110000.0,Not Verified,Jul-2012,n,debt_consolidation,Debt consolidation,NY,15.13,1.0,20.0,,12.0,28143.0,89.9,23.0,f,0.0,0.0,7226.38,3941.28,2610.49,674.61,6.7461,Aug-2013,558.29,,Dec-2013,1.0,INDIVIDUAL,,,0.0,,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22675.0,60,18.49,581.86,E,"Manager, IT",6 years,MORTGAGE,70000.0,Verified,Nov-2015,n,debt_consolidation,Debt consolidation,PA,33.64,2.0,5.0,,12.0,1334.0,66.7,42.0,w,22206.47,22206.47,1140.43,468.53,671.9,0.0,0.0,Jan-2016,581.86,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,342829.0,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0
14000.0,60,14.99,332.99,C,Senior Loan Officer,10+ years,RENT,79000.0,Source Verified,Sep-2014,n,debt_consolidation,Debt consolidation,AZ,21.26,0.0,55.0,,7.0,14675.0,62.4,21.0,f,11218.9,11218.9,5327.84,2781.1,2546.74,0.0,0.0,Jan-2016,332.99,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,36957.0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18900.0,36,8.9,600.14,A,Clerk Typist 2,10+ years,MORTGAGE,55000.0,Not Verified,Jan-2014,n,credit_card,Credit card refinancing,PA,15.8,0.0,,,8.0,19915.0,69.4,40.0,w,7411.2,7411.2,13803.22,11488.8,2314.42,0.0,0.0,Jan-2016,600.14,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,153512.0,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8400.0,36,14.09,287.46,B,City of Winston-Salem,< 1 year,RENT,46520.0,Verified,Feb-2013,n,credit_card,1fbusa,NC,23.65,0.0,,,24.0,20038.0,86.7,38.0,w,0.0,0.0,10221.4,8400.0,1821.4,0.0,0.0,May-2015,2749.72,,May-2015,1.0,INDIVIDUAL,,,0.0,88503.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16000.0,36,11.99,531.36,B,principal consultant,10+ years,MORTGAGE,85000.0,Source Verified,Feb-2014,n,major_purchase,Major purchase,IL,26.94,3.0,15.0,,17.0,9225.0,42.3,44.0,f,6909.79,6909.79,11689.92,9090.21,2599.71,0.0,0.0,Jan-2016,531.36,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,230715.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12500.0,36,6.03,380.45,A,"AAA Fence, Inc.",9 years,MORTGAGE,55000.0,Not Verified,Jul-2013,n,debt_consolidation,Consolidation,AK,14.47,0.0,,,7.0,7681.0,40.9,13.0,f,2244.11,2244.11,11412.03,10255.89,1156.14,0.0,0.0,Jan-2016,380.45,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,252575.0,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20000.0,36,14.99,693.21,C,Clerical,5 years,OWN,50000.0,Verified,May-2014,n,debt_consolidation,Debt consolidation,CA,16.59,1.0,23.0,57.0,18.0,18212.0,53.3,36.0,f,7823.42,7823.42,15864.2,12176.58,3687.62,0.0,0.0,Jan-2016,693.21,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,219016.0,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35000.0,36,9.99,1129.19,B,Executive Director,10+ years,MORTGAGE,262540.0,Verified,Nov-2015,n,credit_card,Credit card refinancing,MD,11.51,1.0,18.0,,14.0,16638.0,55.8,30.0,f,33317.4,33079.41,2222.97,1682.6,556.36,0.0,0.0,Jan-2016,1129.19,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,787065.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3400.0,36,9.17,108.39,B,,,OWN,25000.0,Verified,Nov-2015,n,debt_consolidation,Debt consolidation,FL,23.76,0.0,,,5.0,7990.0,44.9,6.0,f,3234.55,3234.55,215.05,165.45,49.6,0.0,0.0,Jan-2016,108.39,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,9070.0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31575.0,36,12.99,1063.74,B,Manager of Communications,< 1 year,RENT,72000.0,Source Verified,Mar-2014,n,credit_card,Credit card refinancing,TX,27.57,0.0,,,10.0,43777.0,77.5,23.0,f,14654.9,14608.49,22298.88,16920.1,5449.63,0.0,0.0,Jan-2016,1063.74,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,78198.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7500.0,36,8.18,235.65,B,Sr. Programmer Analyst,1 year,MORTGAGE,85000.0,Source Verified,Aug-2015,n,credit_card,Credit card refinancing,OK,4.95,7.0,22.0,,10.0,10981.0,79.6,23.0,f,6942.64,6942.64,703.54,557.36,146.18,0.0,0.0,Dec-2015,235.65,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,20906.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12000.0,60,12.59,270.53,C,Mechanic,2 years,MORTGAGE,40000.0,Verified,Dec-2015,n,credit_card,Credit card refinancing,VA,24.45,0.0,,,8.0,10848.0,34.5,23.0,w,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,,0.0,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,17493.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5000.0,60,19.72,131.7,D,,5 years,RENT,60000.0,Source Verified,Jun-2013,n,debt_consolidation,Debt consolidation,DC,16.52,0.0,,,8.0,12794.0,67.6,18.0,f,0.0,0.0,6140.54,5000.0,1140.54,0.0,0.0,Sep-2014,4296.89,,Jan-2016,1.0,INDIVIDUAL,,,0.0,74498.0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7500.0,36,13.99,256.3,C,HR Specialist,10+ years,RENT,98500.0,Verified,Sep-2015,n,credit_card,Credit card refinancing,IL,36.82,1.0,10.0,,38.0,27294.0,48.9,69.0,w,6812.65,6812.65,1019.37,687.35,332.02,0.0,0.0,Jan-2016,256.3,Feb-2016,Sep-2015,1.0,INDIVIDUAL,,,0.0,220071.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12300.0,60,11.44,270.14,B,Claims Examiner,7 years,RENT,36000.0,Source Verified,Nov-2014,n,debt_consolidation,Debt consolidation,NV,5.81,2.0,21.0,,5.0,7432.0,52.7,15.0,w,10021.86,10021.86,3774.14,2278.14,1496.0,0.0,0.0,Jan-2016,270.14,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,7432.0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13200.0,60,14.65,311.61,C,Auto Body Tecnician,2 years,MORTGAGE,72800.0,Not Verified,Feb-2015,n,debt_consolidation,Debt consolidation,NJ,14.49,4.0,2.0,,8.0,3681.0,53.3,23.0,w,11609.99,11609.99,3094.61,1590.01,1504.6,0.0,0.0,Dec-2015,311.61,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,1.0,359870.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10000.0,36,19.72,370.22,D,,,RENT,36521.0,Verified,Mar-2013,n,credit_card,refi-credit,IN,11.7,0.0,,,6.0,10244.0,84.7,7.0,w,724.8,724.8,12583.08,9275.2,3307.88,0.0,0.0,Jan-2016,370.22,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,10244.0,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11475.0,36,16.49,406.21,D,Licensed Optician,5 years,OWN,32000.0,Not Verified,Jan-2015,n,debt_consolidation,Debt consolidation,OH,16.28,1.0,13.0,,6.0,5659.0,62.9,10.0,w,0.0,0.0,12736.63,11475.0,1261.63,0.0,0.0,Sep-2015,9919.44,,Oct-2015,1.0,INDIVIDUAL,,,0.0,11658.0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15000.0,36,9.67,481.69,B,Lodging Manager,7 years,MORTGAGE,76000.0,Not Verified,Dec-2013,n,home_improvement,Home improvement,LA,16.26,0.0,66.0,,9.0,4180.0,41.8,19.0,f,5489.56,5489.56,11578.44,9510.44,2068.0,0.0,0.0,Jan-2016,481.69,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,179851.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22400.0,60,17.27,559.96,C,ups,10+ years,MORTGAGE,85000.0,Verified,Jun-2013,n,debt_consolidation,debt consolidation,MO,28.64,0.0,45.0,,15.0,23701.0,88.8,50.0,w,0.0,0.0,28325.01,22400.0,5925.01,0.0,0.0,Mar-2015,17685.77,,Dec-2015,1.0,INDIVIDUAL,,,0.0,290338.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35000.0,36,13.66,1190.45,C,owner,10+ years,MORTGAGE,285000.0,Verified,Feb-2015,n,debt_consolidation,Debt consolidation,MA,10.48,0.0,,,14.0,143167.0,55.2,27.0,f,0.0,0.0,38765.68,35000.0,3765.68,0.0,0.0,Dec-2015,28104.75,,Jan-2016,1.0,INDIVIDUAL,,,0.0,582835.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15000.0,36,9.17,478.19,B,Owner,7 years,RENT,120000.0,Not Verified,Jul-2015,n,credit_card,Credit card refinancing,MD,17.12,0.0,52.0,2.0,7.0,22477.0,39.0,34.0,w,12776.51,12776.51,2861.5,2223.49,638.01,0.0,0.0,Jan-2016,478.19,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,46792.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12000.0,36,7.12,371.19,A,Security Officer,1 year,MORTGAGE,52000.0,Not Verified,Jul-2014,n,debt_consolidation,Debt consolidation,NM,16.09,0.0,,,7.0,6982.0,28.5,22.0,w,0.0,0.0,12274.08,12000.0,274.08,0.0,0.0,Nov-2014,11160.51,,Jan-2016,1.0,INDIVIDUAL,,,0.0,116409.0,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0
